C_R1,C_R2,C_Muscular_Fatigue,C_Sleep_Fatigue,C_X,C_Y,Exploit_Explore,A_num,Act,Instant_reward,Future_reward,Discounted_sum_of_rewards,NS_r1,NS_r2,NS_mf,NS_sf,NS_x,NS_y,Instant_Drive,Discounted_deviation,PNS_r1,PNS_r2,PNS_mf,PNS_sf,PNS_x,PNS_y,Loss_J,Loss_f
0.5402573,3.124352,0.37291104,0.19473878,3.5,1.5,exploit,2,walking_up,0.6865475177764893,tensor(0.0002),tensor(0.6867),0.4632444,2.8681345,0.37365687,0.19483614,3.5,1.6,1.021158218383789,0.0100092115,0.7593457,2.1347828,-0.026141167,-0.06634277,2.7745156,2.5184429,1.022529,2.2233982
0.4632444,2.8681345,0.37365687,0.19483614,3.5,1.6,exploit,2,walking_up,0.9469547271728516,tensor(-2.0741e-05),tensor(0.9469),0.39008218,2.6247277,0.3744042,0.19493356,3.5,1.7,0.8736615180969238,0.01001402,0.24701816,1.7423893,0.19013664,-0.24863529,2.0747228,2.9015503,0.74594086,4.504834
0.39008218,2.6247277,0.3744042,0.19493356,3.5,1.7,exploit,2,walking_up,0.8394955396652222,tensor(-3.2412e-05),tensor(0.8395),0.32057807,2.3934913,0.375153,0.19503103,3.5,1.8000001,0.7857795357704163,0.010023529,0.3020755,1.835408,0.05353126,-0.065123916,2.5900912,2.493343,0.6018734,1.791579
0.32057807,2.3934913,0.375153,0.19503103,3.5,1.8000001,exploit,2,walking_up,0.7380211353302002,tensor(-4.2641e-05),tensor(0.7380),0.25454915,2.1738167,0.3759033,0.19512855,3.5,1.9000001,0.7660999894142151,0.010012578,0.10689649,1.8735687,0.2196264,0.037367523,2.8952556,2.4341326,0.5716096,0.8122746
0.25454915,2.1738167,0.3759033,0.19512855,3.5,1.9000001,explore,5,doing_nothing,1.4017490148544312,tensor(4.4684e-05),tensor(1.4018),0.1918217,1.9651258,0.37289608,0.1952261,3.5,1.9000001,0.8095482587814331,0.010022444,-0.10213277,1.0825075,0.18085061,-0.15772177,3.3609312,2.1702094,0.639341,1.1192312
0.1918217,1.9651258,0.37289608,0.1952261,3.5,1.9000001,exploit,9,going_to_resource_1,0.5283025503158569,tensor(-5.4089e-05),tensor(0.5282),0.975781,3.2463703,0.3758912,0.19561695,3.5,1.5,1.2470066547393799,0.010030119,0.7747161,2.4062152,0.43473306,0.006565362,3.2528179,1.9701531,1.5300009,106.76335
0.975781,3.2463703,0.3758912,0.19561695,3.5,1.5,exploit,3,walking_down,0.2986293435096741,tensor(0.0002),tensor(0.2988),0.876992,2.9840517,0.376643,0.19571476,3.5,1.4,0.992214024066925,0.010010532,0.95688015,2.0609348,0.42028254,-0.046354786,2.572675,2.0298798,0.96484476,2.1757092
0.876992,2.9840517,0.376643,0.19571476,3.5,1.4,exploit,2,walking_up,1.1793800592422485,tensor(-2.3867e-05),tensor(1.1794),0.7831424,2.7348492,0.3773963,0.19581261,3.5,1.5,0.7668315172195435,0.010021493,0.6750296,1.9672655,0.26856637,0.046941802,3.0206892,1.9790926,0.57291305,1.0941482
0.7831424,2.7348492,0.3773963,0.19581261,3.5,1.5,explore,1,walking_left,0.42196083068847656,tensor(6.1195e-05),tensor(0.4220),0.6939853,2.4981067,0.3781511,0.19591051,3.4,1.5,0.5854530930519104,0.010017291,0.79273623,1.7775006,0.109149694,-0.15312684,3.2362936,1.4751102,0.3311956,0.7506331
0.6939853,2.4981067,0.3781511,0.19591051,3.4,1.5,explore,8,going_to_resource_0,0.6750499606132507,tensor(0.0001),tensor(0.6752),0.22965051,0.6098002,0.409618,0.19986473,0.5,4.25,1.5896835327148438,0.010030454,0.8080269,2.0643854,0.61992073,0.08820572,1.9959565,2.9715695,2.4954927,637.93024
0.22965051,0.6098002,0.409618,0.19986473,0.5,4.25,explore,0,walking_right,1.4827344417572021,tensor(-9.5332e-05),tensor(1.4826),0.16816798,0.4793102,0.41043723,0.19996466,0.6,4.25,1.7336210012435913,0.0100145135,0.24056756,0.070700765,0.096930236,0.3932156,3.8081045,1.3712294,2.970417,18.88709
0.16816798,0.4793102,0.41043723,0.19996466,0.6,4.25,explore,0,walking_right,1.6201939582824707,tensor(-9.1460e-05),tensor(1.6201),0.109759584,0.3553447,0.4112581,0.20006464,0.70000005,4.25,1.8704060316085815,0.010019729,0.37385786,0.9559686,0.15097219,0.22059909,3.654817,1.4163196,3.4603362,17.259356
0.109759584,0.3553447,0.4112581,0.20006464,0.70000005,4.25,exploit,9,going_to_resource_1,1.580215573310852,tensor(-9.9972e-05),tensor(1.5801),0.15595973,0.33100766,0.44483924,0.20402928,3.5,1.5,1.8705451488494873,0.010029168,0.56696266,0.42854178,0.025618374,0.26432574,4.165233,1.7627306,3.4614096,86.93806
0.15595973,0.33100766,0.44483924,0.20402928,3.5,1.5,explore,2,walking_up,1.8490512371063232,tensor(5.7445e-05),tensor(1.8491),0.09816174,0.21445727,0.44572893,0.20413129,3.5,1.6,2.0006186962127686,0.010020645,0.37624967,0.35483804,0.35280502,0.12240904,2.2800522,2.7428079,3.963107,2.9066355
0.09816174,0.21445727,0.44572893,0.20413129,3.5,1.6,exploit,9,going_to_resource_1,0.8756335973739624,tensor(-9.3629e-06),tensor(0.8756),1.0446037,2.1064568,0.44662127,0.20423338,3.5,1.5,0.11967677623033524,0.010017794,0.7753527,0.92947996,0.518832,0.11307037,3.3525326,1.8248197,0.012016562,159.85501
1.0446037,2.1064568,0.44662127,0.20423338,3.5,1.5,exploit,7,consuming_resource_1,1.1607505083084106,tensor(0.0002),tensor(1.1609),0.9423735,2.3117795,0.4430483,0.2043355,3.5,1.5,0.31863343715667725,0.010028146,1.1400409,1.9295133,0.4708592,-0.012207836,3.1336856,1.8390087,0.0952175,0.4819774
0.9423735,2.3117795,0.4430483,0.2043355,3.5,1.5,exploit,7,consuming_resource_1,1.0418781042099,tensor(0.0002),tensor(1.0421),0.84525484,2.5273685,0.4395039,0.20443766,3.5,1.5,0.5505121946334839,0.010023737,0.607558,1.4264058,0.18422878,0.0062634647,2.753397,2.1020231,0.29229456,2.292905
0.84525484,2.5273685,0.4395039,0.20443766,3.5,1.5,exploit,7,consuming_resource_1,0.9504055976867676,tensor(0.0002),tensor(0.9506),0.7529921,2.753737,0.4359879,0.20453988,3.5,1.5,0.7938087582588196,0.010018393,0.39133337,1.6227577,0.44877183,0.036318287,3.0037794,1.7902491,0.6144184,1.7688525
0.7529921,2.753737,0.4359879,0.20453988,3.5,1.5,exploit,7,consuming_resource_1,0.8892148733139038,tensor(0.0002),tensor(0.8894),0.6653425,2.9914238,0.43249997,0.20464215,3.5,1.5,1.0468604564666748,0.010005901,0.31915534,1.8311143,0.036306113,0.12789531,3.230974,1.717129,1.0751741,1.7485435
0.6653425,2.9914238,0.43249997,0.20464215,3.5,1.5,explore,5,doing_nothing,1.0138208866119385,tensor(0.0001),tensor(1.0139),0.58207536,2.7418528,0.42903998,0.20474447,3.5,1.5,0.8520601987838745,0.010009988,0.15289521,1.3813168,0.06456986,0.3499241,2.404086,2.495216,0.7094418,4.3806515
0.58207536,2.7418528,0.42903998,0.20474447,3.5,1.5,explore,2,walking_up,0.6551398038864136,tensor(0.0001),tensor(0.6552),0.5029716,2.50476,0.42989805,0.20484684,3.5,1.6,0.7090979218482971,0.010019257,0.86391366,2.180357,0.31358835,-0.01143758,2.339892,2.168869,0.488835,1.9652861
0.5029716,2.50476,0.42989805,0.20484684,3.5,1.6,exploit,2,walking_up,0.9712881445884705,tensor(5.7474e-06),tensor(0.9713),0.427823,2.279522,0.43075785,0.20494927,3.5,1.7,0.6375884413719177,0.009998282,0.29729095,1.4593468,0.25418535,0.082850836,1.8690205,2.9210687,0.3939459,4.8869147
0.427823,2.279522,0.43075785,0.20494927,3.5,1.7,explore,8,going_to_resource_0,1.2351970672607422,tensor(0.0002),tensor(1.2354),0.19938658,0.5976085,0.46604982,0.20902403,0.5,4.25,1.6151419878005981,0.010011468,0.011682421,0.9767704,0.04736674,0.2612201,1.3827529,4.023282,2.5773048,118.76702
0.19938658,0.5976085,0.46604982,0.20902403,0.5,4.25,exploit,9,going_to_resource_1,1.3433303833007812,tensor(-8.5574e-05),tensor(1.3432),0.1567595,0.33950672,0.50557005,0.21332093,3.5,1.5,1.8626036643981934,0.010015836,0.28567916,0.95065296,0.69984317,0.21232074,3.252823,1.4335337,3.4316475,49.337723
0.1567595,0.33950672,0.50557005,0.21332093,3.5,1.5,explore,5,doing_nothing,2.4918508529663086,tensor(6.6756e-05),tensor(2.4919),0.09892152,0.22253138,0.5015255,0.21342759,3.5,1.5,1.993072271347046,0.010021172,0.018016204,-0.22838673,0.527592,0.0534904,2.679834,2.194765,3.9328802,1.3915031
0.09892152,0.22253138,0.5015255,0.21342759,3.5,1.5,exploit,7,consuming_resource_1,2.4319570064544678,tensor(0.0001),tensor(2.4321),0.043975446,0.33365795,0.49751332,0.2135343,3.5,1.5,1.9213740825653076,0.010010297,0.23721133,0.62046075,0.51099056,0.19330338,3.2525997,1.7044326,3.6532643,0.22318646
0.043975446,0.33365795,0.49751332,0.2135343,3.5,1.5,explore,5,doing_nothing,2.522106885910034,tensor(6.6385e-05),tensor(2.5222),-0.008223329,0.21697505,0.49353322,0.21364106,3.5,1.5,2.0485830307006836,0.01003028,-0.15776768,0.036037385,0.65491545,0.30977398,2.1933613,2.593813,4.155919,2.9941192
-0.008223329,0.21697505,0.49353322,0.21364106,3.5,1.5,explore,5,doing_nothing,2.603001117706299,tensor(6.3684e-05),tensor(2.6031),-0.05781216,0.1061263,0.48958495,0.21374789,3.5,1.5,2.1694986820220947,0.010033124,-0.22725493,-0.26506394,0.52183515,0.13018458,2.6862302,2.1255214,4.663414,1.2280143
-0.05781216,0.1061263,0.48958495,0.21374789,3.5,1.5,exploit,7,consuming_resource_1,2.5422942638397217,tensor(0.0001),tensor(2.5424),-0.10492155,0.21143262,0.48566827,0.21385476,3.5,1.5,2.1025757789611816,0.010016032,0.02360291,0.35925558,0.50759953,0.17254966,3.0192087,1.9554893,4.3788433,0.47918802
-0.10492155,0.21143262,0.48566827,0.21385476,3.5,1.5,explore,7,consuming_resource_1,1.737907886505127,tensor(1.3784e-05),tensor(1.7379),-0.14967547,0.32200426,0.4817829,0.21396169,3.5,1.5,2.034311532974243,0.010013002,0.09581503,0.551324,0.57634723,0.11551916,2.7541747,2.0033097,4.0979357,0.94106257
-0.14967547,0.32200426,0.4817829,0.21396169,3.5,1.5,exploit,7,consuming_resource_1,2.450108051300049,tensor(0.0001),tensor(2.4502),-0.1921917,0.43810448,0.47792864,0.21406867,3.5,1.5,1.965156078338623,0.010015155,0.0013266057,0.7280874,0.6275438,0.16660875,3.3820436,1.3541285,3.8225574,0.1813688
-0.1921917,0.43810448,0.47792864,0.21406867,3.5,1.5,exploit,7,consuming_resource_1,2.3977506160736084,tensor(0.0001),tensor(2.3979),-0.23258212,0.5600097,0.4741052,0.2141757,3.5,1.5,1.8957401514053345,0.010020964,-0.099096045,0.63585484,0.51501316,0.23499277,3.0415235,1.6866475,3.5558555,0.27071586
-0.23258212,0.5600097,0.4741052,0.2141757,3.5,1.5,exploit,7,consuming_resource_1,2.340517520904541,tensor(0.0001),tensor(2.3407),-0.27095303,0.6880102,0.47031236,0.2142828,3.5,1.5,1.8269206285476685,0.01002645,-0.049653336,1.0550095,0.5337187,0.46606207,3.1996028,1.5600494,3.3012366,0.34491956
-0.27095303,0.6880102,0.47031236,0.2142828,3.5,1.5,exploit,7,consuming_resource_1,2.284884452819824,tensor(0.0001),tensor(2.2850),-0.30740538,0.8224107,0.46654984,0.21438994,3.5,1.5,1.7598367929458618,0.010022149,-0.21052486,0.86234915,0.53900194,0.3895936,3.0083244,1.6252801,3.0619268,0.30436656
-0.30740538,0.8224107,0.46654984,0.21438994,3.5,1.5,exploit,7,consuming_resource_1,2.2315611839294434,tensor(0.0001),tensor(2.2317),-0.3420351,0.96353126,0.46281743,0.21449713,3.5,1.5,1.6959733963012695,0.010024437,0.0027893782,1.1037446,0.46324062,0.14023381,2.6569586,1.948165,2.8425171,1.0556496
-0.3420351,0.96353126,0.46281743,0.21449713,3.5,1.5,exploit,7,consuming_resource_1,2.1810877323150635,tensor(0.0001),tensor(2.1812),-0.37493336,1.1117078,0.45911488,0.21460438,3.5,1.5,1.6372246742248535,0.010006274,-0.036900222,1.3220608,0.31869757,0.40817934,2.4051378,2.3319626,2.647793,2.1065881
-0.37493336,1.1117078,0.45911488,0.21460438,3.5,1.5,exploit,7,consuming_resource_1,2.131274700164795,tensor(0.0001),tensor(2.1314),-0.4061867,1.2672932,0.45544195,0.21471168,3.5,1.5,1.5859445333480835,0.010020676,-0.20017487,1.2782015,0.55544865,0.20782593,3.1361291,1.612321,2.4834945,0.19762664
-0.4061867,1.2672932,0.45544195,0.21471168,3.5,1.5,exploit,7,consuming_resource_1,2.082814931869507,tensor(0.0001),tensor(2.0830),-0.43587735,1.4306579,0.4517984,0.21481904,3.5,1.5,1.5449576377868652,0.009997052,-0.21187174,1.2206703,0.38626388,0.25732678,2.77886,2.0185945,2.356202,0.889358
-0.43587735,1.4306579,0.4517984,0.21481904,3.5,1.5,exploit,7,consuming_resource_1,2.040027618408203,tensor(0.0001),tensor(2.0402),-0.4640835,1.6021907,0.448184,0.21492645,3.5,1.5,1.5174955129623413,0.010006413,-0.2403126,1.7182248,0.6412503,0.22606644,2.6199796,1.8682824,2.2725992,1.0110039
-0.4640835,1.6021907,0.448184,0.21492645,3.5,1.5,exploit,7,consuming_resource_1,2.0005383491516113,tensor(0.0001),tensor(2.0007),-0.49087933,1.7823002,0.44459856,0.21503392,3.5,1.5,1.5070215463638306,0.010031045,-0.41839,1.7002236,0.6228661,0.43075386,3.2497392,1.540579,2.2409976,0.15458283
-0.49087933,1.7823002,0.44459856,0.21503392,3.5,1.5,explore,0,walking_right,1.6581310033798218,tensor(7.7600e-05),tensor(1.6582),-0.51633537,1.5931852,0.44548774,0.21514143,3.6,1.5,1.570277452468872,0.010018195,-0.42145205,1.0773278,0.40846506,0.1462597,2.358654,2.8247533,2.4346476,3.577138
-0.51633537,1.5931852,0.44548774,0.21514143,3.6,1.5,explore,8,going_to_resource_0,2.02644944190979,tensor(0.0001),tensor(2.0266),0.060910515,0.45250934,0.48398268,0.21964563,0.5,4.25,1.8104188442230225,0.010027381,-0.6485824,0.46686423,0.41507754,0.2694223,1.2147312,3.4348295,3.2422554,168.61555
0.060910515,0.45250934,0.48398268,0.21964563,0.5,4.25,exploit,9,going_to_resource_1,2.011700391769409,tensor(-6.1167e-05),tensor(2.0116),0.1386607,0.3205423,0.5250236,0.22416088,3.5,1.5,1.8877191543579102,0.01001599,-0.024569176,0.2515118,0.59912235,0.21287844,3.3798497,1.1429529,3.5256386,17.894585
0.1386607,0.3205423,0.5250236,0.22416088,3.5,1.5,exploit,7,consuming_resource_1,2.407541513442993,tensor(0.0001),tensor(2.4077),0.08172767,0.43656942,0.5208234,0.22427297,3.5,1.5,1.8134329319000244,0.010022279,0.65871763,0.6180566,0.39628673,0.25520512,2.7159455,2.3587003,3.2525442,1.7344289
0.08172767,0.43656942,0.5208234,0.22427297,3.5,1.5,exploit,7,consuming_resource_1,2.332059621810913,tensor(0.0001),tensor(2.3322),0.027641285,0.5583979,0.5166568,0.2243851,3.5,1.5,1.7391657829284668,0.0100299455,0.2938568,0.66161805,0.55790854,0.18718524,3.1725838,1.907743,2.9900918,0.35806632
0.027641285,0.5583979,0.5166568,0.2243851,3.5,1.5,exploit,7,consuming_resource_1,2.2562124729156494,tensor(0.0001),tensor(2.2564),-0.02374078,0.6863178,0.51252353,0.22449729,3.5,1.5,1.665774941444397,0.010029266,0.19038619,0.8997653,0.57202286,0.17872739,3.1029658,1.6946402,2.741552,0.29256618
-0.02374078,0.6863178,0.51252353,0.22449729,3.5,1.5,exploit,7,consuming_resource_1,2.1778645515441895,tensor(0.0001),tensor(2.1780),-0.07255374,0.8206337,0.5084233,0.22460954,3.5,1.5,1.5944517850875854,0.01001526,0.38740924,0.9126945,0.6295158,0.1815157,2.6749952,1.9813643,2.5104578,1.1489061
-0.07255374,0.8206337,0.5084233,0.22460954,3.5,1.5,exploit,7,consuming_resource_1,2.0956313610076904,tensor(0.0001),tensor(2.0958),-0.11892605,0.9616654,0.50435597,0.22472185,3.5,1.5,1.5268051624298096,0.010019066,0.06342122,0.62737674,0.7309264,0.16572925,2.6726475,2.0693388,2.3006907,1.2084725
-0.11892605,0.9616654,0.50435597,0.22472185,3.5,1.5,exploit,7,consuming_resource_1,2.0131912231445312,tensor(0.0001),tensor(2.0133),-0.16297975,1.1097486,0.5003211,0.2248342,3.5,1.5,1.4649468660354614,0.010030587,0.18063942,0.8581952,0.61687976,0.20806676,2.9716911,1.889007,2.1168783,0.62565696
-0.16297975,1.1097486,0.5003211,0.2248342,3.5,1.5,exploit,7,consuming_resource_1,1.930907130241394,tensor(0.0001),tensor(1.9311),-0.20483077,1.265236,0.49631852,0.22494662,3.5,1.5,1.4115577936172485,0.010028752,0.24850813,1.3827771,0.5710329,0.27776515,2.6006722,2.1280346,1.9646794,1.4309219
-0.20483077,1.265236,0.49631852,0.22494662,3.5,1.5,exploit,7,consuming_resource_1,1.8507972955703735,tensor(0.0001),tensor(1.8509),-0.24458922,1.4284978,0.49234796,0.22505909,3.5,1.5,1.3698967695236206,0.01002985,-0.16030815,0.769663,0.60674137,0.16988294,2.9774387,1.7360381,1.8493747,0.7860812
-0.24458922,1.4284978,0.49234796,0.22505909,3.5,1.5,exploit,7,consuming_resource_1,1.771143913269043,tensor(0.0001),tensor(1.7713),-0.28235978,1.5999227,0.48840916,0.22517163,3.5,1.5,1.3436921834945679,0.009983434,0.077781096,1.4639783,0.5879115,0.12462161,2.7102516,1.7664957,1.7787908,0.8629159
-0.28235978,1.5999227,0.48840916,0.22517163,3.5,1.5,explore,8,going_to_resource_0,1.6951797008514404,tensor(0.0001),tensor(1.6953),0.09379538,0.4705089,0.52982545,0.22980046,0.5,4.25,1.7780746221542358,0.010028434,-0.11983734,0.8768912,0.43046027,0.40853146,1.1491172,3.5337715,3.1266756,118.694016
0.09379538,0.4705089,0.52982545,0.22980046,0.5,4.25,exploit,9,going_to_resource_1,1.8873118162155151,tensor(-5.4773e-05),tensor(1.8873),0.14295876,0.3228948,0.57475376,0.23452446,3.5,1.5,1.8836669921875,0.010022838,0.12524119,0.41963533,0.36717504,0.32617605,3.6000834,1.3825729,3.5103068,8.4967375
0.14295876,0.3228948,0.57475376,0.23452446,3.5,1.5,exploit,7,consuming_resource_1,2.366969585418701,tensor(0.0001),tensor(2.3671),0.085810825,0.43903956,0.57015574,0.23464172,3.5,1.5,1.8092371225357056,0.010021854,0.75991493,0.994254,0.67007774,0.029144555,2.7342708,1.9755852,3.237204,1.6274153
0.085810825,0.43903956,0.57015574,0.23464172,3.5,1.5,exploit,7,consuming_resource_1,2.3062703609466553,tensor(0.0001),tensor(2.3064),0.031520285,0.5609915,0.5655945,0.23475903,3.5,1.5,1.7348482608795166,0.010029357,0.16506033,0.21058445,0.7041072,0.38224995,2.8158216,2.057702,2.9750855,0.960689
0.031520285,0.5609915,0.5655945,0.23475903,3.5,1.5,exploit,7,consuming_resource_1,2.242715835571289,tensor(0.0001),tensor(2.2429),-0.02005573,0.68904114,0.5610697,0.23487641,3.5,1.5,1.661362886428833,0.010014412,0.3766505,0.8085253,0.6985676,0.037925333,3.1727304,1.826753,2.7269237,0.44322062
-0.02005573,0.68904114,0.5610697,0.23487641,3.5,1.5,exploit,7,consuming_resource_1,2.1752355098724365,tensor(0.0001),tensor(2.1754),-0.06905295,0.8234932,0.55658114,0.23499385,3.5,1.5,1.5899819135665894,0.010025504,0.70816195,0.888945,0.75311136,0.21011917,2.4971538,2.3799212,2.4963098,2.4275517
-0.06905295,0.8234932,0.55658114,0.23499385,3.5,1.5,exploit,7,consuming_resource_1,2.1017439365386963,tensor(0.0001),tensor(2.1019),-0.1156003,0.96466786,0.5521285,0.23511134,3.5,1.5,1.522326111793518,0.010014869,0.43823093,1.1344101,0.8426513,0.16721609,2.56325,2.2225876,2.2872326,1.824188
-0.1156003,0.96466786,0.5521285,0.23511134,3.5,1.5,exploit,7,consuming_resource_1,2.028712749481201,tensor(0.0001),tensor(2.0289),-0.15982029,1.1129012,0.5477115,0.2352289,3.5,1.5,1.4605228900909424,0.010035946,0.110362336,1.0743835,0.79793763,0.03521599,2.628544,2.1350186,2.1039164,1.3397846
-0.15982029,1.1129012,0.5477115,0.2352289,3.5,1.5,explore,7,consuming_resource_1,1.126523494720459,tensor(2.3919e-05),tensor(1.1265),-0.20182927,1.2685462,0.5433298,0.23534651,3.5,1.5,1.4072734117507935,0.010029972,0.059352398,0.96205723,0.6775419,-0.05729425,2.9725213,1.8738728,1.9523114,0.6838175
-0.20182927,1.2685462,0.5433298,0.23534651,3.5,1.5,exploit,7,consuming_resource_1,1.877401351928711,tensor(0.0001),tensor(1.8775),-0.24173781,1.4319736,0.53898317,0.23546419,3.5,1.5,1.3658576011657715,0.010031536,0.33059978,1.5166211,0.47808278,0.0035606772,2.7337663,2.3340774,1.8383615,1.6750227
-0.24173781,1.4319736,0.53898317,0.23546419,3.5,1.5,explore,0,walking_right,1.3421249389648438,tensor(8.6116e-05),tensor(1.3422),-0.27965093,1.2603749,0.5400611,0.23558192,3.6,1.5,1.4783611297607422,0.010024794,0.4256983,1.3195826,0.6400503,-0.16967061,1.4613705,3.3631115,2.1562521,8.720171
-0.27965093,1.2603749,0.5400611,0.23558192,3.6,1.5,exploit,9,going_to_resource_1,0.28980371356010437,tensor(3.7784e-05),tensor(0.2898),0.68521726,3.1013649,0.54114234,0.23569973,3.5,1.5,1.1459026336669922,0.01002182,0.89262664,2.0296483,0.6846769,-0.21890442,2.2063293,2.4591427,1.2902983,401.24005
0.68521726,3.1013649,0.54114234,0.23569973,3.5,1.5,exploit,2,walking_up,0.6501681804656982,tensor(0.0002),tensor(0.6504),0.6009564,2.8462965,0.54222465,0.23581758,3.5,1.6,0.9361910820007324,0.010025359,0.9675602,1.7329614,0.71070105,0.040394112,1.1338179,3.6997123,0.8586612,11.448098
0.6009564,2.8462965,0.54222465,0.23581758,3.5,1.6,exploit,2,walking_up,1.0440301895141602,tensor(6.0791e-05),tensor(1.0441),0.52090853,2.6039817,0.5433091,0.2359355,3.5,1.7,0.7715714573860168,0.010016542,0.8938475,1.2566643,0.54144865,0.0074722767,0.52835655,3.9608197,0.5801745,15.948517
0.52090853,2.6039817,0.5433091,0.2359355,3.5,1.7,exploit,2,walking_up,0.9860619902610779,tensor(5.1110e-05),tensor(0.9861),0.4448631,2.3737826,0.5443957,0.23605347,3.5,1.8000001,0.6699928641319275,0.010006124,0.939934,1.7515291,0.31159902,0.3204354,1.8396115,3.170945,0.43570727,5.3299885
0.4448631,2.3737826,0.5443957,0.23605347,3.5,1.8000001,explore,8,going_to_resource_0,0.9884386658668518,tensor(0.0002),tensor(0.9886),0.20832865,0.63063705,0.5882443,0.24066956,0.5,4.25,1.5820550918579102,0.0100097805,0.65081954,1.3314874,0.8949971,-0.12723392,0.42652988,4.4798813,2.4718916,97.46829
0.20832865,0.63063705,0.5882443,0.24066956,0.5,4.25,exploit,9,going_to_resource_1,1.6929194927215576,tensor(-4.5207e-05),tensor(1.6929),0.15792821,0.34382355,0.63812643,0.24561699,3.5,1.5,1.8582264184951782,0.0100299055,0.27046266,0.15001789,0.73820215,0.1995262,2.9757643,1.619211,3.4157789,35.13985
0.15792821,0.34382355,0.63812643,0.24561699,3.5,1.5,exploit,7,consuming_resource_1,2.336406946182251,tensor(0.0001),tensor(2.3365),0.1000318,0.46101472,0.6330214,0.2457398,3.5,1.5,1.7830923795700073,0.010028026,0.5417695,0.7360895,0.8611437,0.21100833,3.256202,1.6743829,3.1437378,0.41389132
0.1000318,0.46101472,0.6330214,0.2457398,3.5,1.5,explore,5,doing_nothing,2.3491060733795166,tensor(7.2372e-05),tensor(2.3492),0.045030206,0.33796397,0.6279572,0.24586268,3.5,1.5,1.917115330696106,0.010030747,0.48273224,-0.0870305,0.6101973,0.23517436,1.7534559,3.060706,3.6371648,5.8588524
0.045030206,0.33796397,0.6279572,0.24586268,3.5,1.5,exploit,7,consuming_resource_1,2.3755300045013428,tensor(0.0001),tensor(2.3757),-0.0072213076,0.45486218,0.62293357,0.24598561,3.5,1.5,1.8447076082229614,0.010033602,0.22359271,0.5321362,0.7463012,0.31351158,3.0622108,1.9176102,3.3659945,0.44508335
-0.0072213076,0.45486218,0.62293357,0.24598561,3.5,1.5,exploit,7,consuming_resource_1,2.3289475440979004,tensor(0.0001),tensor(2.3291),-0.056860246,0.5776053,0.6179501,0.2461086,3.5,1.5,1.772331953048706,0.01002652,0.2999893,0.45304784,0.630157,0.12246066,3.1897347,1.5974897,3.1058273,0.2640628
-0.056860246,0.5776053,0.6179501,0.2461086,3.5,1.5,exploit,7,consuming_resource_1,2.2819974422454834,tensor(0.0001),tensor(2.2821),-0.10401723,0.70648557,0.6130065,0.24623166,3.5,1.5,1.7008920907974243,0.010028529,0.068389855,0.600649,0.6517695,0.31599835,3.298772,1.7462256,2.8590689,0.14841527
-0.10401723,0.70648557,0.6130065,0.24623166,3.5,1.5,exploit,7,consuming_resource_1,2.2361366748809814,tensor(0.0001),tensor(2.2363),-0.14881636,0.84180987,0.60810244,0.24635477,3.5,1.5,1.6316198110580444,0.010029638,-0.09213937,0.84709495,0.7044155,0.3756798,3.641169,1.3143675,2.6297514,0.0836295
-0.14881636,0.84180987,0.60810244,0.24635477,3.5,1.5,exploit,7,consuming_resource_1,2.191159248352051,tensor(0.0001),tensor(2.1913),-0.19137555,0.98390037,0.6032376,0.24647795,3.5,1.5,1.5661526918411255,0.010038359,0.05903931,1.0939462,0.58479095,0.42661244,3.4190285,1.7190998,2.4215279,0.16216749
-0.19137555,0.98390037,0.6032376,0.24647795,3.5,1.5,explore,8,going_to_resource_0,2.1475324630737305,tensor(0.0001),tensor(2.1477),0.10568699,0.38999495,0.65439117,0.25154477,0.5,4.25,1.841985821723938,0.010038969,-0.5129014,0.027653217,0.4717055,0.62698436,0.9484184,4.1595,3.3565612,89.75414
0.10568699,0.38999495,0.65439117,0.25154477,0.5,4.25,explore,3,walking_down,2.205810785293579,tensor(-2.6325e-05),tensor(2.2058),0.05040264,0.2704952,0.65569997,0.25167054,0.5,4.15,1.9733022451400757,0.010029456,0.23490095,0.87518966,0.6711404,0.25516796,2.622049,2.4001966,3.8542123,7.9648504
0.05040264,0.2704952,0.65569997,0.25167054,0.5,4.15,exploit,9,going_to_resource_1,2.047833204269409,tensor(-3.7333e-05),tensor(2.0478),0.14195685,0.30684647,0.71035117,0.2567582,3.5,1.5,1.898422122001648,0.010040638,-0.14111717,-0.043614954,0.55400616,0.27970102,2.6286542,2.1432126,3.565673,140.089
0.14195685,0.30684647,0.71035117,0.2567582,3.5,1.5,exploit,7,consuming_resource_1,2.378415107727051,tensor(0.0001),tensor(2.3785),0.08485901,0.4221888,0.70466834,0.2568866,3.5,1.5,1.824272871017456,0.0100150695,0.5994967,0.60128903,0.72911775,0.3750276,2.6614604,2.138696,3.2916005,1.4225651
0.08485901,0.4221888,0.70466834,0.2568866,3.5,1.5,exploit,7,consuming_resource_1,2.2800235748291016,tensor(0.0001),tensor(2.2802),0.030616064,0.54329824,0.699031,0.25701505,3.5,1.5,1.750052809715271,0.009998432,0.23592551,0.48816323,0.6557614,0.24653354,3.8422978,1.4030159,3.0277178,0.17374766
